has_ligand,n_bonds,bond_C01-NZ,bond_C-N1,bond_C2-SG,n01_catcys_sg,n01_nearest_cys,n01_nearest_cys_d,catcys_is_nearest,in_attack_range,thio_species,thio_c_s,thio_planarity,thio_has_oxt,n01_thio_c,iface_res_8A,chains,job,sample,model,iptm,ptm,ranking_score,nearest_lys_nz_d,nearest_lys_resi,bond_C-N01,bond_C2-N01,job_base,is_seed,sample_id
True,3,0.936,1.384,1.705,4.259,B/91,4.259,True,False,UBGG,1.705,336.8,False,2.967,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-5_sample-4,sumo2_k11_charged_ube2w/seed-5_sample-4/model.cif,0.59,0.71,0.64,,,,,sumo2_k11_charged_ube2w,True,seed-5_sample-4
True,3,0.829,1.241,1.65,4.5,B/91,4.5,True,False,UBGG,1.65,338.8,False,3.059,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-6_sample-0,sumo2_k11_charged_ube2w/seed-6_sample-0/model.cif,0.61,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-6_sample-0
True,3,1.205,1.306,1.741,4.818,B/91,4.818,True,False,UBGG,1.741,337.5,False,3.374,14,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-6_sample-1,sumo2_k11_charged_ube2w/seed-6_sample-1/model.cif,0.62,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-6_sample-1
True,3,1.189,1.328,1.716,4.515,B/91,4.515,True,False,UBGG,1.716,338.4,False,3.061,8,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-6_sample-2,sumo2_k11_charged_ube2w/seed-6_sample-2/model.cif,0.65,0.75,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-6_sample-2
True,3,1.065,1.369,1.715,4.74,B/91,4.74,True,False,UBGG,1.715,338.3,False,3.334,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-6_sample-3,sumo2_k11_charged_ube2w/seed-6_sample-3/model.cif,0.6,0.72,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-6_sample-3
True,3,0.887,1.353,1.692,5.162,B/91,5.162,True,False,UBGG,1.692,337.4,False,3.804,15,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-6_sample-4,sumo2_k11_charged_ube2w/seed-6_sample-4/model.cif,0.62,0.73,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-6_sample-4
True,3,0.977,1.405,1.722,4.833,B/91,4.833,True,False,UBGG,1.722,339.7,False,3.379,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-7_sample-0,sumo2_k11_charged_ube2w/seed-7_sample-0/model.cif,0.6,0.72,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-7_sample-0
True,3,0.977,1.284,1.7,4.335,B/91,4.335,True,False,UBGG,1.7,337.0,False,2.942,13,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-7_sample-1,sumo2_k11_charged_ube2w/seed-7_sample-1/model.cif,0.62,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-7_sample-1
True,3,0.971,1.456,1.705,4.653,B/91,4.653,True,False,UBGG,1.705,338.4,False,3.277,6,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-7_sample-2,sumo2_k11_charged_ube2w/seed-7_sample-2/model.cif,0.6,0.72,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-7_sample-2
True,3,1.096,1.305,1.719,4.557,B/91,4.557,True,False,UBGG,1.719,337.5,False,3.199,8,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-7_sample-3,sumo2_k11_charged_ube2w/seed-7_sample-3/model.cif,0.6,0.72,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-7_sample-3
True,3,1.156,1.306,1.715,4.612,B/91,4.612,True,False,UBGG,1.715,337.6,False,3.173,15,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-7_sample-4,sumo2_k11_charged_ube2w/seed-7_sample-4/model.cif,0.64,0.75,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-7_sample-4
True,3,0.96,1.3,1.69,4.726,B/91,4.726,True,False,UBGG,1.69,337.5,False,3.409,8,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-8_sample-0,sumo2_k11_charged_ube2w/seed-8_sample-0/model.cif,0.63,0.73,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-8_sample-0
True,3,1.142,1.26,1.75,4.352,B/91,4.352,True,False,UBGG,1.75,338.8,False,2.952,14,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-8_sample-1,sumo2_k11_charged_ube2w/seed-8_sample-1/model.cif,0.63,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-8_sample-1
True,3,0.968,1.376,1.694,4.663,B/91,4.663,True,False,UBGG,1.694,336.7,False,3.435,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-8_sample-2,sumo2_k11_charged_ube2w/seed-8_sample-2/model.cif,0.63,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-8_sample-2
True,3,0.906,1.24,1.702,4.048,B/91,4.048,True,False,UBGG,1.702,336.9,False,2.69,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-8_sample-3,sumo2_k11_charged_ube2w/seed-8_sample-3/model.cif,0.63,0.74,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-8_sample-3
True,3,0.849,1.38,1.689,4.765,B/91,4.765,True,False,UBGG,1.689,341.0,False,3.381,12,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-8_sample-4,sumo2_k11_charged_ube2w/seed-8_sample-4/model.cif,0.64,0.74,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-8_sample-4
True,3,0.826,1.345,1.648,4.884,B/91,4.884,True,False,UBGG,1.648,333.2,False,3.525,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-9_sample-0,sumo2_k11_charged_ube2w/seed-9_sample-0/model.cif,0.57,0.7,0.63,,,,,sumo2_k11_charged_ube2w,True,seed-9_sample-0
True,3,1.094,1.23,1.708,5.198,B/91,5.198,True,False,UBGG,1.708,334.3,False,3.776,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-9_sample-1,sumo2_k11_charged_ube2w/seed-9_sample-1/model.cif,0.62,0.74,0.69,,,,,sumo2_k11_charged_ube2w,True,seed-9_sample-1
True,3,0.954,1.346,1.597,5.86,B/91,5.86,True,False,UBGG,1.597,339.6,False,4.652,12,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-9_sample-2,sumo2_k11_charged_ube2w/seed-9_sample-2/model.cif,0.63,0.74,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-9_sample-2
True,3,1.189,1.285,1.708,4.297,B/91,4.297,True,False,UBGG,1.708,335.2,False,2.767,8,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-9_sample-3,sumo2_k11_charged_ube2w/seed-9_sample-3/model.cif,0.62,0.74,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-9_sample-3
True,3,1.017,1.34,1.699,4.994,B/91,4.994,True,False,UBGG,1.699,335.4,False,3.582,5,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-9_sample-4,sumo2_k11_charged_ube2w/seed-9_sample-4/model.cif,0.59,0.71,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-9_sample-4
False,0,,,,,,,,,,,,,,15,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-10_sample-0,sumo2_k11_lyscontrol_ube2w/seed-10_sample-0/model.cif,0.29,0.57,0.39,26.955,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-10_sample-0
False,0,,,,,,,,,,,,,,11,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-10_sample-1,sumo2_k11_lyscontrol_ube2w/seed-10_sample-1/model.cif,0.11,0.54,0.24,11.155,34.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-10_sample-1
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-10_sample-2,sumo2_k11_lyscontrol_ube2w/seed-10_sample-2/model.cif,0.3,0.58,0.41,25.187,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-10_sample-2
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-10_sample-3,sumo2_k11_lyscontrol_ube2w/seed-10_sample-3/model.cif,0.34,0.6,0.4,26.726,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-10_sample-3
False,0,,,,,,,,,,,,,,13,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-10_sample-4,sumo2_k11_lyscontrol_ube2w/seed-10_sample-4/model.cif,0.11,0.56,0.2,27.446,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-10_sample-4
False,0,,,,,,,,,,,,,,13,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-11_sample-0,sumo2_k11_lyscontrol_ube2w/seed-11_sample-0/model.cif,0.32,0.57,0.42,26.628,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-11_sample-0
False,0,,,,,,,,,,,,,,8,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-11_sample-1,sumo2_k11_lyscontrol_ube2w/seed-11_sample-1/model.cif,0.09,0.55,0.19,19.57,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-11_sample-1
False,0,,,,,,,,,,,,,,14,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-11_sample-2,sumo2_k11_lyscontrol_ube2w/seed-11_sample-2/model.cif,0.3,0.57,0.38,23.82,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-11_sample-2
False,0,,,,,,,,,,,,,,16,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-11_sample-3,sumo2_k11_lyscontrol_ube2w/seed-11_sample-3/model.cif,0.1,0.55,0.26,10.092,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-11_sample-3
False,0,,,,,,,,,,,,,,9,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-11_sample-4,sumo2_k11_lyscontrol_ube2w/seed-11_sample-4/model.cif,0.16,0.55,0.24,25.47,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-11_sample-4
False,0,,,,,,,,,,,,,,15,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-12_sample-0,sumo2_k11_lyscontrol_ube2w/seed-12_sample-0/model.cif,0.09,0.56,0.21,16.359,8.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-12_sample-0
False,0,,,,,,,,,,,,,,7,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-12_sample-1,sumo2_k11_lyscontrol_ube2w/seed-12_sample-1/model.cif,0.1,0.56,0.2,23.398,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-12_sample-1
False,0,,,,,,,,,,,,,,9,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-12_sample-2,sumo2_k11_lyscontrol_ube2w/seed-12_sample-2/model.cif,0.33,0.58,0.43,25.283,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-12_sample-2
False,0,,,,,,,,,,,,,,10,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-12_sample-3,sumo2_k11_lyscontrol_ube2w/seed-12_sample-3/model.cif,0.29,0.57,0.38,24.602,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-12_sample-3
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-12_sample-4,sumo2_k11_lyscontrol_ube2w/seed-12_sample-4/model.cif,0.31,0.58,0.41,28.146,6.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-12_sample-4
False,0,,,,,,,,,,,,,,11,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-13_sample-0,sumo2_k11_lyscontrol_ube2w/seed-13_sample-0/model.cif,0.29,0.57,0.4,25.48,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-13_sample-0
False,0,,,,,,,,,,,,,,8,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-13_sample-1,sumo2_k11_lyscontrol_ube2w/seed-13_sample-1/model.cif,0.08,0.54,0.22,9.141,43.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-13_sample-1
False,0,,,,,,,,,,,,,,10,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-13_sample-2,sumo2_k11_lyscontrol_ube2w/seed-13_sample-2/model.cif,0.3,0.58,0.39,24.973,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-13_sample-2
False,0,,,,,,,,,,,,,,6,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-13_sample-3,sumo2_k11_lyscontrol_ube2w/seed-13_sample-3/model.cif,0.1,0.55,0.21,24.76,8.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-13_sample-3
False,0,,,,,,,,,,,,,,9,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-13_sample-4,sumo2_k11_lyscontrol_ube2w/seed-13_sample-4/model.cif,0.11,0.55,0.24,26.564,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-13_sample-4
False,0,,,,,,,,,,,,,,10,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-14_sample-0,sumo2_k11_lyscontrol_ube2w/seed-14_sample-0/model.cif,0.37,0.57,0.46,24.504,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-14_sample-0
False,0,,,,,,,,,,,,,,11,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-14_sample-1,sumo2_k11_lyscontrol_ube2w/seed-14_sample-1/model.cif,0.29,0.56,0.36,22.257,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-14_sample-1
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-14_sample-2,sumo2_k11_lyscontrol_ube2w/seed-14_sample-2/model.cif,0.1,0.55,0.2,16.849,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-14_sample-2
False,0,,,,,,,,,,,,,,10,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-14_sample-3,sumo2_k11_lyscontrol_ube2w/seed-14_sample-3/model.cif,0.27,0.6,0.36,27.076,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-14_sample-3
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-14_sample-4,sumo2_k11_lyscontrol_ube2w/seed-14_sample-4/model.cif,0.4,0.6,0.46,23.411,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-14_sample-4
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-15_sample-0,sumo2_k11_lyscontrol_ube2w/seed-15_sample-0/model.cif,0.3,0.58,0.39,27.394,6.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-15_sample-0
False,0,,,,,,,,,,,,,,11,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-15_sample-1,sumo2_k11_lyscontrol_ube2w/seed-15_sample-1/model.cif,0.1,0.56,0.2,25.455,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-15_sample-1
False,0,,,,,,,,,,,,,,11,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-15_sample-2,sumo2_k11_lyscontrol_ube2w/seed-15_sample-2/model.cif,0.24,0.56,0.34,23.64,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-15_sample-2
False,0,,,,,,,,,,,,,,16,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-15_sample-3,sumo2_k11_lyscontrol_ube2w/seed-15_sample-3/model.cif,0.26,0.57,0.37,21.994,6.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-15_sample-3
False,0,,,,,,,,,,,,,,9,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-15_sample-4,sumo2_k11_lyscontrol_ube2w/seed-15_sample-4/model.cif,0.1,0.55,0.22,20.166,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-15_sample-4
False,0,,,,,,,,,,,,,,9,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-16_sample-0,sumo2_k11_lyscontrol_ube2w/seed-16_sample-0/model.cif,0.11,0.56,0.25,25.498,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-16_sample-0
False,0,,,,,,,,,,,,,,3,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-16_sample-1,sumo2_k11_lyscontrol_ube2w/seed-16_sample-1/model.cif,0.1,0.56,0.25,29.296,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-16_sample-1
False,0,,,,,,,,,,,,,,19,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-16_sample-2,sumo2_k11_lyscontrol_ube2w/seed-16_sample-2/model.cif,0.28,0.57,0.38,27.625,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-16_sample-2
False,0,,,,,,,,,,,,,,13,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-16_sample-3,sumo2_k11_lyscontrol_ube2w/seed-16_sample-3/model.cif,0.3,0.58,0.4,23.72,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-16_sample-3
False,0,,,,,,,,,,,,,,11,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-16_sample-4,sumo2_k11_lyscontrol_ube2w/seed-16_sample-4/model.cif,0.29,0.57,0.37,20.296,6.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-16_sample-4
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-17_sample-0,sumo2_k11_lyscontrol_ube2w/seed-17_sample-0/model.cif,0.17,0.56,0.31,26.492,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-17_sample-0
False,0,,,,,,,,,,,,,,9,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-17_sample-1,sumo2_k11_lyscontrol_ube2w/seed-17_sample-1/model.cif,0.32,0.58,0.38,28.154,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-17_sample-1
False,0,,,,,,,,,,,,,,27,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-17_sample-2,sumo2_k11_lyscontrol_ube2w/seed-17_sample-2/model.cif,0.1,0.55,0.22,4.148,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-17_sample-2
False,0,,,,,,,,,,,,,,14,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-17_sample-3,sumo2_k11_lyscontrol_ube2w/seed-17_sample-3/model.cif,0.17,0.56,0.28,27.434,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-17_sample-3
False,0,,,,,,,,,,,,,,14,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-17_sample-4,sumo2_k11_lyscontrol_ube2w/seed-17_sample-4/model.cif,0.29,0.58,0.39,26.262,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-17_sample-4
False,0,,,,,,,,,,,,,,16,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-18_sample-0,sumo2_k11_lyscontrol_ube2w/seed-18_sample-0/model.cif,0.1,0.55,0.21,18.692,8.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-18_sample-0
False,0,,,,,,,,,,,,,,10,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-18_sample-1,sumo2_k11_lyscontrol_ube2w/seed-18_sample-1/model.cif,0.27,0.57,0.38,26.584,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-18_sample-1
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-18_sample-2,sumo2_k11_lyscontrol_ube2w/seed-18_sample-2/model.cif,0.28,0.57,0.38,25.536,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-18_sample-2
False,0,,,,,,,,,,,,,,5,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-18_sample-3,sumo2_k11_lyscontrol_ube2w/seed-18_sample-3/model.cif,0.07,0.54,0.21,33.86,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-18_sample-3
False,0,,,,,,,,,,,,,,13,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-18_sample-4,sumo2_k11_lyscontrol_ube2w/seed-18_sample-4/model.cif,0.26,0.58,0.36,25.97,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-18_sample-4
False,0,,,,,,,,,,,,,,6,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-19_sample-0,sumo2_k11_lyscontrol_ube2w/seed-19_sample-0/model.cif,0.09,0.55,0.23,27.894,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-19_sample-0
False,0,,,,,,,,,,,,,,14,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-19_sample-1,sumo2_k11_lyscontrol_ube2w/seed-19_sample-1/model.cif,0.35,0.59,0.44,22.797,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-19_sample-1
False,0,,,,,,,,,,,,,,15,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-19_sample-2,sumo2_k11_lyscontrol_ube2w/seed-19_sample-2/model.cif,0.34,0.58,0.45,24.932,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-19_sample-2
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-19_sample-3,sumo2_k11_lyscontrol_ube2w/seed-19_sample-3/model.cif,0.34,0.58,0.44,23.379,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-19_sample-3
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-19_sample-4,sumo2_k11_lyscontrol_ube2w/seed-19_sample-4/model.cif,0.35,0.58,0.45,27.24,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-19_sample-4
False,0,,,,,,,,,,,,,,11,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-1_sample-0,sumo2_k11_lyscontrol_ube2w/seed-1_sample-0/model.cif,0.29,0.57,0.4,28.652,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-1_sample-0
False,0,,,,,,,,,,,,,,14,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-1_sample-1,sumo2_k11_lyscontrol_ube2w/seed-1_sample-1/model.cif,0.32,0.58,0.43,23.659,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-1_sample-1
False,0,,,,,,,,,,,,,,14,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-1_sample-2,sumo2_k11_lyscontrol_ube2w/seed-1_sample-2/model.cif,0.29,0.58,0.37,27.815,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-1_sample-2
False,0,,,,,,,,,,,,,,9,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-1_sample-3,sumo2_k11_lyscontrol_ube2w/seed-1_sample-3/model.cif,0.1,0.55,0.26,12.98,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-1_sample-3
False,0,,,,,,,,,,,,,,6,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-1_sample-4,sumo2_k11_lyscontrol_ube2w/seed-1_sample-4/model.cif,0.08,0.54,0.21,9.352,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-1_sample-4
False,0,,,,,,,,,,,,,,15,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-20_sample-0,sumo2_k11_lyscontrol_ube2w/seed-20_sample-0/model.cif,0.08,0.55,0.23,11.183,8.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-20_sample-0
False,0,,,,,,,,,,,,,,7,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-20_sample-1,sumo2_k11_lyscontrol_ube2w/seed-20_sample-1/model.cif,0.07,0.54,0.22,26.855,12.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-20_sample-1
False,0,,,,,,,,,,,,,,15,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-20_sample-2,sumo2_k11_lyscontrol_ube2w/seed-20_sample-2/model.cif,0.09,0.55,0.24,7.835,34.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-20_sample-2
False,0,,,,,,,,,,,,,,15,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-20_sample-3,sumo2_k11_lyscontrol_ube2w/seed-20_sample-3/model.cif,0.35,0.61,0.43,25.882,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-20_sample-3
False,0,,,,,,,,,,,,,,10,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-20_sample-4,sumo2_k11_lyscontrol_ube2w/seed-20_sample-4/model.cif,0.25,0.57,0.36,22.34,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-20_sample-4
False,0,,,,,,,,,,,,,,4,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-2_sample-0,sumo2_k11_lyscontrol_ube2w/seed-2_sample-0/model.cif,0.1,0.56,0.2,20.676,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-2_sample-0
False,0,,,,,,,,,,,,,,13,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-2_sample-1,sumo2_k11_lyscontrol_ube2w/seed-2_sample-1/model.cif,0.37,0.6,0.44,26.552,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-2_sample-1
False,0,,,,,,,,,,,,,,17,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-2_sample-2,sumo2_k11_lyscontrol_ube2w/seed-2_sample-2/model.cif,0.37,0.6,0.44,24.054,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-2_sample-2
False,0,,,,,,,,,,,,,,14,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-2_sample-3,sumo2_k11_lyscontrol_ube2w/seed-2_sample-3/model.cif,0.4,0.61,0.45,25.186,22.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-2_sample-3
False,0,,,,,,,,,,,,,,10,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-2_sample-4,sumo2_k11_lyscontrol_ube2w/seed-2_sample-4/model.cif,0.37,0.59,0.45,25.906,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-2_sample-4
False,0,,,,,,,,,,,,,,15,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-3_sample-0,sumo2_k11_lyscontrol_ube2w/seed-3_sample-0/model.cif,0.27,0.57,0.38,23.974,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-3_sample-0
False,0,,,,,,,,,,,,,,13,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-3_sample-1,sumo2_k11_lyscontrol_ube2w/seed-3_sample-1/model.cif,0.17,0.55,0.28,18.881,8.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-3_sample-1
False,0,,,,,,,,,,,,,,12,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-3_sample-2,sumo2_k11_lyscontrol_ube2w/seed-3_sample-2/model.cif,0.28,0.58,0.37,26.582,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-3_sample-2
False,0,,,,,,,,,,,,,,14,A:96;B:151,sumo2_k11_lyscontrol_ube2w,seed-3_sample-3,sumo2_k11_lyscontrol_ube2w/seed-3_sample-3/model.cif,0.29,0.58,0.4,26.265,46.0,,,sumo2_k11_lyscontrol_ube2w,True,seed-3_sample-3
