job,model,aden_centroid,aden_nearest,cys632
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-17_sample-3__model.cif,7.74,4.25,31.05
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-17_sample-4__model.cif,7.79,4.22,31.53
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-18_sample-0__model.cif,7.7,4.15,31.81
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-18_sample-1__model.cif,7.76,4.26,30.21
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-18_sample-2__model.cif,7.71,4.22,32.03
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-18_sample-3__model.cif,7.66,4.23,32.39
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-18_sample-4__model.cif,7.61,4.15,31.93
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-19_sample-0__model.cif,7.82,4.21,32.23
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-19_sample-1__model.cif,7.64,4.07,31.71
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-19_sample-2__model.cif,7.73,4.21,30.91
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-19_sample-3__model.cif,7.85,4.24,30.83
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-19_sample-4__model.cif,7.71,4.14,31.89
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-1_sample-0__model.cif,7.78,4.21,31.64
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-1_sample-1__model.cif,7.73,4.25,32.47
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-1_sample-2__model.cif,7.77,4.29,31.53
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-1_sample-3__model.cif,7.74,4.19,33.0
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-1_sample-4__model.cif,7.72,4.17,32.89
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-20_sample-0__model.cif,7.71,4.26,32.13
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-20_sample-1__model.cif,7.65,4.22,32.93
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-20_sample-2__model.cif,7.76,4.18,31.87
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-20_sample-3__model.cif,7.71,4.18,32.11
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-20_sample-4__model.cif,7.57,4.22,32.04
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-21_sample-0__model.cif,7.72,4.35,32.45
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-21_sample-1__model.cif,7.69,4.25,31.62
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-21_sample-2__model.cif,7.73,4.37,32.13
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-21_sample-3__model.cif,7.68,4.29,32.44
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-21_sample-4__model.cif,7.86,4.26,31.2
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-22_sample-0__model.cif,7.65,4.23,31.14
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-22_sample-1__model.cif,7.74,4.23,32.06
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-22_sample-2__model.cif,7.71,4.16,30.8
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-22_sample-3__model.cif,7.73,4.21,30.91
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-22_sample-4__model.cif,7.67,4.17,32.09
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-23_sample-0__model.cif,7.74,4.24,31.94
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-23_sample-1__model.cif,7.64,4.25,30.78
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-23_sample-2__model.cif,7.74,4.21,30.06
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-23_sample-3__model.cif,7.83,4.29,31.48
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-23_sample-4__model.cif,7.68,4.16,32.02
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-24_sample-0__model.cif,7.67,4.3,30.8
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-24_sample-1__model.cif,7.82,4.25,32.76
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-24_sample-2__model.cif,7.7,4.26,30.43
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-24_sample-3__model.cif,7.82,4.16,31.65
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-24_sample-4__model.cif,7.71,4.31,30.88
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-25_sample-0__model.cif,7.71,4.35,32.33
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-25_sample-1__model.cif,7.76,4.2,32.18
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-25_sample-2__model.cif,7.62,4.24,31.8
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-25_sample-3__model.cif,7.78,4.34,31.98
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-25_sample-4__model.cif,7.94,4.31,32.67
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-2_sample-0__model.cif,7.76,4.24,30.0
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-2_sample-1__model.cif,7.6,4.25,31.04
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-2_sample-2__model.cif,7.67,4.28,31.0
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-2_sample-3__model.cif,7.76,4.29,32.82
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-2_sample-4__model.cif,7.65,4.23,30.69
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-3_sample-0__model.cif,7.67,4.25,32.31
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-3_sample-1__model.cif,7.84,4.31,31.17
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-3_sample-2__model.cif,7.74,4.23,32.12
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-3_sample-3__model.cif,7.76,4.25,32.42
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-3_sample-4__model.cif,7.78,4.32,32.12
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-4_sample-0__model.cif,7.8,4.49,30.33
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-4_sample-1__model.cif,7.8,4.38,30.73
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-4_sample-2__model.cif,7.7,4.26,32.12
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-4_sample-3__model.cif,7.71,4.29,32.02
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-4_sample-4__model.cif,7.88,4.2,32.04
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-5_sample-0__model.cif,7.77,4.41,32.25
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-5_sample-1__model.cif,7.7,4.22,31.15
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-5_sample-2__model.cif,7.77,4.31,32.19
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-5_sample-3__model.cif,7.77,4.28,31.68
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-5_sample-4__model.cif,7.76,4.37,31.74
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-6_sample-0__model.cif,7.59,4.25,30.39
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-6_sample-1__model.cif,7.81,4.32,31.93
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-6_sample-2__model.cif,7.82,4.37,30.2
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-6_sample-3__model.cif,7.78,4.32,31.83
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-6_sample-4__model.cif,7.63,4.29,32.38
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-7_sample-0__model.cif,7.7,4.12,32.14
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-7_sample-1__model.cif,7.71,4.22,32.46
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-7_sample-2__model.cif,7.71,4.27,30.46
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-7_sample-3__model.cif,7.78,4.26,32.6
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-7_sample-4__model.cif,7.87,4.25,30.81
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-8_sample-0__model.cif,7.59,4.17,32.24
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-8_sample-1__model.cif,7.75,4.2,31.39
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-8_sample-2__model.cif,7.63,4.18,31.14
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-8_sample-3__model.cif,7.65,4.28,32.54
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-8_sample-4__model.cif,7.71,4.26,32.59
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-9_sample-0__model.cif,7.62,4.23,31.75
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-9_sample-1__model.cif,7.78,4.32,32.07
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-9_sample-2__model.cif,7.76,4.39,32.32
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-9_sample-3__model.cif,7.64,4.27,32.44
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-9_sample-4__model.cif,7.65,4.26,31.81
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-10_sample-0__model.cif,4.37,4.66,35.71
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-10_sample-1__model.cif,4.35,4.58,35.62
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-10_sample-2__model.cif,4.31,4.53,35.74
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-10_sample-3__model.cif,4.41,4.6,35.59
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-10_sample-4__model.cif,4.29,4.57,35.43
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-11_sample-0__model.cif,4.57,4.68,34.11
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-11_sample-1__model.cif,4.38,4.53,35.56
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-11_sample-2__model.cif,4.2,4.68,35.83
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-11_sample-3__model.cif,4.46,4.6,35.34
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-11_sample-4__model.cif,4.41,4.57,34.3
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-12_sample-0__model.cif,4.36,4.68,35.83
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-12_sample-1__model.cif,4.23,4.61,34.23
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-12_sample-2__model.cif,4.11,4.6,35.43
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-12_sample-3__model.cif,4.25,4.62,33.82
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-12_sample-4__model.cif,4.33,4.63,35.58
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-13_sample-0__model.cif,4.24,4.58,35.73
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-13_sample-1__model.cif,4.39,4.56,35.76
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-13_sample-2__model.cif,4.27,4.68,35.51
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-13_sample-3__model.cif,4.21,4.62,35.84
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-13_sample-4__model.cif,4.33,4.59,35.69
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-14_sample-0__model.cif,4.44,4.55,35.73
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-14_sample-1__model.cif,4.29,4.63,35.56
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-14_sample-2__model.cif,4.42,4.57,35.79
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-14_sample-3__model.cif,4.38,4.6,34.13
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-14_sample-4__model.cif,4.26,4.56,35.5
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-15_sample-0__model.cif,4.33,4.69,35.41
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-15_sample-1__model.cif,4.12,4.64,35.7
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-15_sample-2__model.cif,4.48,4.63,35.81
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-15_sample-3__model.cif,4.27,4.54,35.53
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-15_sample-4__model.cif,4.33,4.64,35.88
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-16_sample-0__model.cif,4.24,4.58,35.8
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-16_sample-1__model.cif,4.47,4.65,35.87
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-16_sample-2__model.cif,4.27,4.53,34.05
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-16_sample-3__model.cif,4.3,4.7,35.32
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-16_sample-4__model.cif,4.33,4.55,35.69
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-17_sample-0__model.cif,4.32,4.72,33.93
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-17_sample-1__model.cif,4.2,4.6,34.02
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-17_sample-2__model.cif,4.29,4.6,34.26
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-17_sample-3__model.cif,4.24,4.62,35.59
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-17_sample-4__model.cif,4.33,4.53,34.0
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-18_sample-0__model.cif,4.45,4.59,35.38
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-18_sample-1__model.cif,4.4,4.63,35.48
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-18_sample-2__model.cif,4.25,4.57,35.7
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-18_sample-3__model.cif,4.28,4.61,33.84
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-18_sample-4__model.cif,4.27,4.67,34.0
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-19_sample-0__model.cif,4.47,4.64,35.78
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-19_sample-1__model.cif,4.42,4.57,35.84
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-19_sample-2__model.cif,4.42,4.57,35.54
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-19_sample-3__model.cif,4.39,4.6,35.84
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-19_sample-4__model.cif,4.2,4.62,34.26
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-1_sample-0__model.cif,4.45,4.65,35.54
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-1_sample-1__model.cif,4.39,4.57,35.97
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-1_sample-2__model.cif,4.37,4.54,35.72
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-1_sample-3__model.cif,4.21,4.56,35.79
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-1_sample-4__model.cif,4.21,4.63,35.49
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-20_sample-0__model.cif,4.54,4.52,35.61
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-20_sample-1__model.cif,4.3,4.6,35.75
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-20_sample-2__model.cif,4.24,4.62,35.5
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-20_sample-3__model.cif,4.57,4.59,35.63
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-20_sample-4__model.cif,4.2,4.58,35.58
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-21_sample-0__model.cif,4.35,4.64,34.1
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-21_sample-1__model.cif,4.46,4.63,34.01
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-21_sample-2__model.cif,4.37,4.72,34.28
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-21_sample-3__model.cif,4.39,4.53,35.81
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-21_sample-4__model.cif,4.27,4.65,34.1
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-22_sample-0__model.cif,4.25,4.73,35.35
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-22_sample-1__model.cif,4.44,4.59,35.59
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-22_sample-2__model.cif,4.21,4.68,35.47
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-22_sample-3__model.cif,4.32,4.54,35.86
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-22_sample-4__model.cif,4.32,4.56,35.72
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-23_sample-0__model.cif,4.39,4.6,35.49
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-23_sample-1__model.cif,4.33,4.58,35.82
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-23_sample-2__model.cif,4.6,4.66,35.82
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-23_sample-3__model.cif,4.45,4.7,35.39
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-23_sample-4__model.cif,4.24,4.57,35.27
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-24_sample-0__model.cif,4.39,4.69,35.58
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-24_sample-1__model.cif,4.24,4.53,35.59
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-24_sample-2__model.cif,4.33,4.56,35.88
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-24_sample-3__model.cif,4.25,4.55,35.77
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-24_sample-4__model.cif,4.37,4.53,33.94
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-25_sample-0__model.cif,4.34,4.53,34.01
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-25_sample-1__model.cif,4.18,4.67,34.11
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-25_sample-2__model.cif,4.41,4.52,35.51
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-25_sample-3__model.cif,4.34,4.58,35.59
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-25_sample-4__model.cif,4.45,4.59,35.98
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-2_sample-0__model.cif,4.32,4.62,35.74
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-2_sample-1__model.cif,4.37,4.49,35.63
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-2_sample-2__model.cif,4.42,4.54,35.7
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-2_sample-3__model.cif,4.31,4.57,35.58
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-2_sample-4__model.cif,4.39,4.65,36.03
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-3_sample-0__model.cif,4.29,4.62,35.56
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-3_sample-1__model.cif,4.45,4.61,35.6
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-3_sample-2__model.cif,4.38,4.69,35.52
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-3_sample-3__model.cif,4.36,4.65,34.14
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-3_sample-4__model.cif,4.24,4.59,35.92
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-4_sample-0__model.cif,4.4,4.57,35.61
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-4_sample-1__model.cif,4.29,4.57,34.03
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-4_sample-2__model.cif,4.3,4.58,35.83
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-4_sample-3__model.cif,4.28,4.6,35.29
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-4_sample-4__model.cif,4.4,4.52,35.71
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-5_sample-0__model.cif,4.28,4.59,35.78
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-5_sample-1__model.cif,4.48,4.6,34.29
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-5_sample-2__model.cif,4.22,4.61,35.66
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-5_sample-3__model.cif,4.32,4.59,35.63
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-5_sample-4__model.cif,4.31,4.59,35.73
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-6_sample-0__model.cif,4.4,4.54,35.82
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-6_sample-1__model.cif,4.31,4.58,35.6
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-6_sample-2__model.cif,4.4,4.64,35.94
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-6_sample-3__model.cif,4.37,4.61,35.75
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-6_sample-4__model.cif,4.28,4.57,35.7
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-7_sample-0__model.cif,4.45,4.61,34.15
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-7_sample-1__model.cif,4.34,4.56,34.09
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-7_sample-2__model.cif,4.21,4.73,33.77
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-7_sample-3__model.cif,4.3,4.58,35.57
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-7_sample-4__model.cif,4.33,4.6,35.56
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-8_sample-0__model.cif,4.34,4.55,35.79
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-8_sample-1__model.cif,4.37,4.61,35.62
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-8_sample-2__model.cif,4.26,4.54,35.82
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-8_sample-3__model.cif,4.19,4.55,33.96
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-8_sample-4__model.cif,4.26,4.63,34.21
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-9_sample-0__model.cif,4.14,4.6,35.83
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-9_sample-1__model.cif,4.4,4.64,34.32
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-9_sample-2__model.cif,4.33,4.66,35.57
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-9_sample-3__model.cif,4.32,4.67,35.39
uba1_cys_ub76_no_ube2w,uba1_cys_ub76_no_ube2w__seed-9_sample-4__model.cif,4.34,4.7,34.08
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-10_sample-0__model.cif,4.31,4.56,35.11
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-10_sample-1__model.cif,4.46,4.58,34.8
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-10_sample-2__model.cif,4.37,4.57,35.26
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-10_sample-3__model.cif,4.24,4.66,34.55
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-10_sample-4__model.cif,4.23,4.62,34.01
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-11_sample-0__model.cif,4.18,4.62,35.36
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-11_sample-1__model.cif,4.24,4.59,35.37
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-11_sample-2__model.cif,4.36,4.61,33.9
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-11_sample-3__model.cif,4.26,4.6,35.15
